Id,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,SalePrice
779,2020,0,0,2,0,4,144000
780,1004,1,0,1,0,2,135000
781,1253,0,0,2,0,3,176000
782,1603,0,0,2,1,3,175900
783,1430,0,0,2,0,3,187100
784,1110,1,0,1,0,1,165500
785,1484,0,0,2,0,3,128000
786,1342,0,0,2,0,3,161500
787,1652,1,0,2,0,4,139000
788,2084,1,0,2,1,4,233000
789,901,0,0,1,0,2,107900
790,2087,0,0,2,1,5,187500
791,1145,0,0,2,0,2,160200
792,1062,1,0,1,0,3,146800
793,2013,1,0,2,1,3,269790
794,1496,0,0,2,0,3,225000
795,1895,0,0,2,1,3,194500
796,1564,0,0,2,1,3,171000
797,1285,0,0,1,1,3,143500
798,773,0,0,1,0,2,110000
799,3140,0,0,3,1,4,485000
800,1768,1,0,1,1,3,175000
801,1688,1,0,2,1,4,200000
802,1196,1,0,1,0,2,109900
803,1456,1,0,2,1,3,189000
804,2822,0,0,3,1,4,582933
805,1128,0,0,1,0,2,118000
806,1428,0,0,2,0,3,227680
807,980,0,0,2,0,3,135500
808,1576,2,0,1,1,3,223500
809,1086,1,0,1,0,3,159950
810,2138,0,0,2,0,2,106000
811,1309,1,0,1,1,3,181000
812,848,1,0,1,0,1,144500
813,1044,0,0,1,0,2,55993
814,1442,0,0,1,1,4,157900
815,1250,0,1,1,1,3,116000
816,1661,0,0,2,0,3,224900
817,1008,0,0,1,0,2,137000
818,1689,1,0,2,0,3,271000
819,1052,1,0,1,0,3,155000
820,1358,1,0,2,0,2,224000
821,1640,0,0,2,1,3,183000
822,936,0,0,1,0,2,93000
823,1733,0,0,2,1,3,225000
824,1489,0,0,2,0,3,139500
825,1489,0,0,2,0,3,232600
826,2084,1,0,2,0,2,385000
827,784,1,0,1,0,2,109500
828,1434,0,0,2,0,3,189000
829,2126,0,1,2,1,3,185000
830,1223,0,0,2,1,2,147400
831,1392,1,0,1,1,3,166000
832,1200,0,0,2,1,2,151000
833,1829,1,0,2,1,3,237000
834,1516,0,0,1,1,3,167000
835,1144,1,0,1,0,3,139950
836,1067,0,0,2,0,2,128000
837,1559,1,0,1,0,2,153500
838,987,1,0,1,1,2,100000
839,1099,0,0,1,1,3,144000
840,1200,0,0,1,0,3,130500
841,1482,0,0,2,0,4,140000
842,1539,0,0,2,0,3,157500
843,1165,1,0,1,1,3,174900
844,1800,0,0,2,0,6,141000
845,1416,0,0,1,1,4,153900
846,1701,1,0,2,0,3,171000
847,1775,1,0,2,1,3,213000
848,864,1,0,1,0,3,133500
849,2358,0,0,3,0,5,240000
850,1855,0,0,2,1,3,187000
851,848,1,0,1,0,1,131500
852,1456,0,0,2,0,2,215000
853,1646,0,0,2,0,4,164000
854,1445,0,0,1,1,3,158000
855,1779,1,0,1,1,3,170000
856,1040,1,0,1,1,3,127000
857,1026,1,0,1,0,3,147000
858,1481,0,0,2,1,3,174000
859,1370,0,0,2,0,3,152000
860,2654,1,0,2,1,4,250000
861,1426,0,0,1,1,3,189950
862,1039,1,0,1,1,3,131500
863,1097,0,0,2,0,3,152000
864,1148,1,0,1,0,3,132500
865,1372,0,0,2,0,3,250580
866,1002,1,0,1,0,3,148500
867,1646,0,0,2,0,3,248900
868,1120,1,0,1,1,3,129000
869,2320,0,0,2,0,2,169000
870,1949,1,0,2,1,3,236000
871,894,0,0,1,0,2,109500
872,1682,0,0,2,1,3,200500
873,910,0,0,1,0,3,116000
874,1268,0,0,1,0,3,133000
875,1131,0,0,1,1,3,66500
876,2610,0,0,2,1,4,303477
877,1040,1,0,1,0,3,132250
878,2224,1,0,2,1,4,350000
879,1155,1,0,1,0,3,148000
880,864,1,0,1,0,3,136500
881,1090,1,0,1,1,2,157000
882,1717,0,0,2,1,3,187500
883,1593,0,0,2,1,3,178000
884,2230,1,0,1,0,5,118500
885,892,0,0,1,0,3,100000
886,1709,1,0,2,0,2,328900
887,1712,0,0,2,0,4,145000
888,1393,0,0,1,1,3,135500
889,2217,1,0,2,0,4,268000
890,1505,1,0,1,0,2,149500
891,924,0,0,1,0,3,122900
892,1683,0,0,2,1,3,172500
893,1068,0,1,1,0,3,154500
894,1383,1,0,1,0,3,165000
895,1535,0,0,2,0,4,118858
896,1796,1,0,1,1,4,140000
897,951,0,0,1,0,2,106500
898,2240,0,0,2,0,6,142953
899,2364,1,0,2,1,2,611657
900,1236,0,0,1,0,3,135000
901,858,0,0,1,0,2,110000
902,1306,1,0,1,0,2,153000
903,1509,0,0,2,1,3,180000
904,1670,0,0,2,0,3,240000
905,902,0,0,1,0,3,125500
906,1063,1,0,1,0,3,128000
907,1636,1,0,2,0,3,255000
908,2057,0,0,1,1,3,250000
909,902,1,0,1,0,2,131000
910,1484,0,0,2,1,3,174000
911,2274,0,0,2,0,5,154300
912,1268,0,0,1,1,3,143500
913,1015,0,0,1,0,3,88000
914,2002,0,0,2,0,4,145000
915,1224,0,0,2,1,2,173733
916,1092,0,0,1,1,3,75000
917,480,1,0,0,0,1,35311
918,1229,0,0,1,0,3,135000
919,2127,1,0,2,1,4,238000
920,1414,1,0,1,0,3,176500
921,1721,0,1,2,1,3,201000
922,2200,2,0,2,2,4,145900
923,1316,0,0,2,0,3,169990
924,1617,1,0,2,0,2,193000
925,1686,1,0,2,0,3,207500
926,1126,0,1,2,0,3,175000
927,2374,0,0,2,1,4,285000
928,1978,0,0,2,1,4,176000
929,1788,0,0,2,0,3,236500
930,2236,0,0,2,1,4,222000
931,1466,0,0,2,0,3,201000
932,925,0,1,1,0,2,117500
933,1905,0,0,2,0,3,320000
934,1500,0,0,2,0,3,190000
935,2069,1,0,2,0,4,242000
936,747,0,0,1,0,1,79900
937,1200,1,0,2,0,2,184900
938,1971,0,0,2,1,3,253000
939,1962,0,0,2,1,3,239799
940,2403,0,0,2,0,4,244400
941,1728,0,0,2,0,4,150900
942,2060,1,0,2,1,3,214000
943,1440,2,0,2,0,4,150000
944,1632,0,0,2,0,4,143000
945,1344,0,1,1,0,3,137500
946,1869,0,0,1,0,2,124900
947,1144,1,0,1,0,3,143000
948,1629,1,0,2,0,3,270000
949,1776,0,0,2,1,3,192500
950,1381,1,0,1,1,3,197500
951,864,1,0,1,0,3,129000
952,965,1,0,1,0,3,119900
953,768,0,1,1,0,2,133900
954,1968,0,1,2,1,4,172000
955,980,0,2,2,0,4,127500
956,1958,0,0,2,0,4,145000
957,1229,0,0,1,1,2,124000
958,1057,0,0,1,0,3,132000
959,1337,1,0,2,0,3,185000
960,1416,1,0,2,1,3,155000
961,858,1,0,1,0,2,116500
962,2872,1,0,2,1,4,272000
963,1548,1,0,2,1,3,155000
964,1800,0,0,2,0,2,239000
965,1894,1,0,2,1,4,214900
966,1484,0,0,2,1,3,178900
967,1308,1,0,1,1,2,160000
968,1098,1,0,1,0,3,135000
969,968,0,0,1,0,2,37900
970,1095,1,0,1,0,2,140000
971,1192,0,0,1,1,4,135000
972,1626,0,0,2,0,2,173000
973,918,0,0,2,0,2,99500
974,1428,0,0,2,0,3,182000
975,2019,0,0,1,0,3,167500
976,1382,1,0,2,1,3,165000
977,869,0,0,1,0,2,85500
978,1241,1,0,1,1,1,199900
979,894,0,0,1,0,3,110000
980,1121,1,0,1,0,3,139000
981,999,1,0,1,0,3,178400
982,2612,1,0,2,1,4,336000
983,1266,0,0,2,0,2,159895
984,2290,0,0,2,1,4,255900
985,1734,0,0,2,0,4,126000
986,1164,1,0,1,0,3,125000
987,1635,0,0,1,0,2,117000
988,1940,1,0,2,1,3,395192
989,2030,0,0,2,1,4,195000
990,1576,0,0,2,1,3,197000
991,2392,1,0,2,1,3,348000
992,1742,0,0,1,1,4,168000
993,1851,0,0,2,1,3,187000
994,1500,0,0,2,1,3,173900
995,1718,1,0,2,0,3,337500
996,1230,1,0,1,1,3,121600
997,1050,1,0,1,0,3,136500
998,1442,0,0,2,0,2,185000
999,1077,0,0,1,0,3,91000
1000,1208,1,0,2,0,2,206000
1001,944,0,0,1,0,2,82000
1002,691,0,0,1,0,2,86000
1003,1574,0,0,2,0,3,232000
1004,1680,0,0,2,0,4,136905
1005,1504,0,0,2,0,1,181000
1006,985,0,0,2,0,3,149900
1007,1657,0,1,2,0,3,163500
1008,1092,0,0,1,1,3,88000
1009,1710,0,0,2,0,3,240000
1010,1522,0,0,2,0,4,102000
1011,1271,0,0,2,0,4,135000
1012,1664,0,0,2,0,4,100000
1013,1502,0,0,1,1,3,165000
1014,1022,1,0,1,0,2,85000
1015,1082,0,0,1,0,2,119200
1016,1665,1,0,2,1,3,227000
1017,1504,1,0,2,0,3,203000
1018,1360,1,0,1,0,1,187500
1019,1472,0,0,2,1,3,160000
1020,1506,0,0,2,0,2,213490
1021,1132,1,0,1,1,2,176000
1022,1220,1,0,2,0,2,194000
1023,1248,0,0,1,0,2,87000
1024,1504,0,0,2,0,2,191000
1025,2898,1,0,2,0,2,287000
1026,882,1,0,1,0,3,112500
1027,1264,1,0,1,0,3,167500
1028,1646,1,0,2,0,3,293077
1029,1376,1,0,1,0,3,105000
1030,1218,0,1,1,1,3,118000
1031,1928,0,0,2,0,5,160000
1032,3082,1,0,2,1,5,197000
1033,2520,1,0,2,1,5,310000
1034,1654,1,0,2,0,3,230000
1035,954,0,0,1,0,2,119750
1036,845,0,0,1,0,3,84000
1037,1620,1,0,2,0,2,315500
1038,2263,0,0,2,1,3,287000
1039,1344,0,0,1,1,3,97000
1040,630,1,0,1,0,1,80000
1041,1803,1,0,2,0,3,155000
1042,1632,0,1,1,1,4,173000
1043,1306,1,0,2,0,1,196000
1044,2329,1,0,2,1,4,262280
1045,2524,1,0,2,1,4,278000
1046,1733,0,0,2,0,4,139600
1047,2868,0,0,3,1,4,556581
1048,990,0,1,1,0,3,145000
1049,1771,0,0,1,0,3,115000
1050,930,0,0,1,0,2,84900
1051,1302,0,0,2,0,3,176485
1052,1316,0,0,2,0,3,200141
1053,1977,0,1,1,1,4,165000
1054,1526,0,0,1,0,4,144500
1055,1989,1,0,2,1,3,255000
1056,1523,0,1,2,0,3,180000
1057,1364,1,0,2,0,2,185850
1058,1850,0,0,2,1,3,248000
1059,2184,1,0,2,1,3,335000
1060,1991,0,0,1,1,3,220000
1061,1338,1,0,2,0,2,213500
1062,894,0,0,1,0,2,81000
1063,2337,0,0,2,0,5,90000
1064,1103,0,0,1,0,2,110500
1065,1154,0,0,1,1,3,154000
1066,2260,1,0,2,1,3,328000
1067,1571,0,0,2,1,3,178000
1068,1611,1,0,1,1,4,167900
1069,2521,1,0,2,1,5,151400
1070,893,0,1,1,0,2,135000
1071,1048,1,0,1,0,3,135000
1072,1556,0,0,1,1,4,154000
1073,1456,1,1,1,0,4,91500
1074,1426,0,0,1,1,3,159500
1075,1240,0,0,2,0,2,194000
1076,1740,0,0,1,1,3,219500
1077,1466,0,1,2,0,3,170000
1078,1096,1,0,1,0,3,138800
1079,848,1,0,1,0,1,155900
1080,990,0,0,1,0,3,126000
1081,1258,0,1,2,0,3,145000
1082,1040,1,0,1,1,3,133000
1083,1459,0,0,2,0,3,192000
1084,1251,1,0,1,0,3,160000
1085,1498,0,0,2,1,3,187500
1086,996,1,0,1,0,2,147000
1087,1092,0,0,1,1,3,83500
1088,1953,0,0,2,1,3,252000
1089,1709,0,0,2,0,3,137500
1090,1247,1,0,1,1,1,197000
1091,1040,0,0,2,0,2,92900
1092,1252,1,0,2,1,2,160000
1093,1694,0,0,2,0,4,136500
1094,1200,1,0,1,1,1,146000
1095,936,1,0,1,0,2,129000
1096,1314,0,0,2,0,3,176432
1097,1355,0,0,1,1,3,127000
1098,1088,0,0,1,1,2,170000
1099,1324,0,0,1,0,3,128000
1100,1601,0,0,2,0,3,157000
1101,438,0,0,1,0,1,60000
1102,950,0,0,1,0,3,119500
1103,1134,0,0,1,0,2,135000
1104,1194,0,1,1,0,3,159500
1105,1302,0,0,2,1,3,106000
1106,2622,1,0,2,1,3,325000
1107,1442,1,0,2,0,3,179900
1108,2021,0,0,2,1,3,274725
1109,1690,0,0,2,1,3,181000
1110,1836,1,0,2,0,3,280000
1111,1658,1,0,2,1,3,188000
1112,1964,0,0,2,1,4,205000
1113,816,1,0,1,0,2,129900
1114,1008,1,0,1,0,2,134500
1115,833,0,0,1,0,2,117000
1116,1734,1,0,2,0,3,318000
1117,1419,1,0,2,1,3,184100
1118,894,1,0,1,0,3,130000
1119,1601,0,1,1,0,3,140000
1120,1040,0,0,1,0,3,133700
1121,1012,0,0,1,0,2,118400
1122,1552,0,0,2,0,3,212900
1123,960,0,0,1,0,3,112000
1124,698,0,1,1,0,2,118000
1125,1482,0,0,2,1,3,163900
1126,1005,0,0,1,0,2,115000
1127,1555,0,0,2,0,2,174000
1128,1530,1,0,2,0,3,259000
1129,1959,0,0,2,1,4,215000
1130,936,1,0,1,0,2,140000
1131,1981,1,0,2,0,4,135000
1132,974,0,0,1,0,3,93500
1133,2210,0,0,2,0,5,117500
1134,2020,0,0,2,1,3,239500
1135,1600,0,0,2,1,3,169000
1136,986,0,0,1,0,2,102000
1137,1252,0,0,1,0,3,119000
1138,1020,0,0,1,0,2,94000
1139,1567,1,0,2,0,2,196000
1140,1167,0,0,1,0,3,144000
1141,952,1,0,1,0,2,139000
1142,1868,1,0,2,1,4,197500
1143,2828,1,0,3,0,4,424870
1144,1006,0,0,1,0,3,80000
1145,924,1,0,1,0,2,80000
1146,1576,0,0,1,0,3,149000
1147,1298,1,0,2,0,3,180000
1148,1564,0,0,1,1,3,174500
1149,1111,0,0,1,0,2,116900
1150,1482,0,1,1,0,3,143000
1151,932,0,0,1,0,2,124000
1152,1466,0,0,1,1,3,149900
1153,1811,0,0,1,0,2,230000
1154,816,0,0,1,0,2,120500
1155,1820,0,0,1,2,4,201800
1156,1437,1,0,2,0,3,218000
1157,1265,0,1,2,0,3,179900
1158,1314,1,0,2,0,2,230000
1159,1580,0,0,2,0,3,235128
1160,1876,0,0,2,1,4,185000
1161,1456,0,0,2,1,3,146000
1162,1640,1,0,1,0,3,224000
1163,894,0,0,1,0,3,129000
1164,1258,2,0,0,2,0,108959
1165,1432,1,0,1,1,2,194000
1166,1502,0,0,2,0,3,233170
1167,1694,0,0,2,0,3,245350
1168,1671,1,0,2,1,3,173000
1169,2108,0,0,2,0,4,235000
1170,3627,1,0,3,1,4,625000
1171,1118,1,0,1,0,3,171000
1172,1261,1,0,1,0,3,163000
1173,1250,0,0,2,1,2,171900
1174,3086,0,0,3,0,3,200500
1175,2345,0,0,2,1,4,239000
1176,2872,0,0,2,1,4,285000
1177,923,1,0,1,0,3,119500
1178,1224,0,0,1,0,3,115000
1179,1343,0,0,1,1,3,154900
1180,1124,0,0,1,0,3,93000
1181,2514,0,0,2,1,4,250000
1182,1652,1,1,2,0,2,392500
1183,4476,1,0,3,1,4,745000
1184,1130,1,0,1,0,2,120000
1185,1572,1,0,1,1,3,186700
1186,1221,1,0,1,0,4,104900
1187,1699,1,0,2,0,3,95000
1188,1624,1,0,2,0,2,262000
1189,1660,0,0,2,1,3,195000
1190,1804,0,0,2,1,3,189000
1191,1622,1,0,1,0,3,168000
1192,1441,0,0,2,1,2,174000
1193,1472,0,0,1,0,3,125000
1194,1224,1,0,2,0,2,165000
1195,1352,0,0,1,1,4,158000
1196,1456,0,0,2,1,3,176000
1197,1863,0,0,2,1,4,219210
1198,1690,0,0,1,0,3,144000
1199,1212,0,0,2,0,3,178000
1200,1382,0,0,1,1,3,148000
1201,864,0,0,1,0,3,116050
1202,1779,0,0,2,1,3,197900
1203,1348,1,0,1,0,3,117000
1204,1630,0,0,2,0,3,213000
1205,1074,1,0,1,1,3,153500
1206,2196,0,0,2,0,3,271900
1207,1056,1,0,1,0,2,107000
1208,1700,1,0,2,0,3,200000
1209,1283,1,0,1,0,3,140000
1210,1660,1,0,2,0,3,290000
1211,1845,0,0,2,1,3,189000
1212,1752,0,0,2,0,4,164000
1213,672,1,0,1,0,2,113000
1214,960,1,1,0,0,0,145000
1215,999,1,0,1,0,3,134500
1216,894,0,0,1,0,3,125000
1217,1902,0,0,2,0,4,112000
1218,1314,1,0,2,0,3,229456
1219,912,0,0,1,0,2,80500
1220,1218,0,0,1,1,3,91500
1221,912,0,0,1,0,2,115000
1222,1211,0,0,1,0,3,134000
1223,1846,0,0,2,0,3,143000
1224,2136,0,0,2,0,4,137900
1225,1490,1,0,2,1,3,184000
1226,1138,0,1,1,0,3,145000
1227,1933,0,0,2,1,4,214000
1228,912,1,0,1,0,2,147000
1229,1702,1,0,1,1,1,367294
1230,1507,0,0,2,0,4,127000
1231,2620,0,0,2,2,4,190000
1232,1190,1,0,1,0,3,132500
1233,1224,0,0,2,0,2,101800
1234,1188,1,0,1,0,3,142000
1235,1964,0,0,1,1,4,130000
1236,1784,0,0,1,1,4,138887
1237,1626,0,0,2,1,2,175500
1238,1948,0,0,2,1,4,195000
1239,1141,0,0,1,1,3,142500
1240,1484,0,0,2,0,2,265900
1241,1768,1,0,2,1,3,224900
1242,1689,0,0,2,0,3,248328
1243,1173,1,0,2,0,3,170000
1244,2076,1,0,2,1,2,465000
1245,1517,0,0,1,0,3,230000
1246,1868,0,0,3,1,3,178000
1247,1553,0,0,2,1,3,186500
1248,1034,1,0,1,0,3,169900
1249,2058,0,0,1,1,3,129500
1250,988,0,0,1,0,3,119000
1251,2110,1,0,2,1,3,244000
1252,1405,0,0,2,0,2,171750
1253,874,1,0,1,0,3,130000
1254,2167,1,0,2,1,3,294000
1255,1656,0,0,2,1,3,165400
1256,1367,0,0,1,0,3,127500
1257,1987,1,0,2,0,2,301500
1258,864,0,0,1,0,2,99900
1259,1166,1,0,2,0,2,190000
1260,1054,1,0,1,1,3,151000
1261,1675,0,0,2,1,3,181000
1262,1050,0,0,1,0,2,128900
1263,1788,1,0,1,0,5,161500
1264,1824,0,0,1,0,3,180500
1265,1337,1,0,2,0,2,181000
1266,1452,1,0,2,1,3,183900
1267,1889,0,0,1,1,4,122000
1268,2018,0,0,2,0,3,378500
1269,3447,0,0,3,1,4,381000
1270,1524,0,0,1,1,3,144000
1271,1524,2,0,0,1,0,260000
1272,1489,0,0,2,0,3,185750
1273,935,1,0,1,0,3,137000
1274,1357,1,0,1,0,2,177000
1275,1250,0,0,2,0,3,139000
1276,1920,0,0,2,0,4,137000
1277,1395,0,1,1,1,3,162000
1278,1724,1,0,1,1,3,197900
1279,2031,1,0,2,1,3,237000
1280,1128,0,0,1,0,2,68400
1281,1573,1,0,2,0,3,227000
1282,1339,1,0,2,0,2,180000
1283,1040,0,0,2,0,3,150500
1284,1824,0,0,2,2,4,139000
1285,2447,0,0,2,0,4,169000
1286,1412,0,0,1,0,4,132500
1287,1328,1,0,1,1,3,143000
1288,1582,0,1,2,0,4,190000
1289,1659,1,0,2,0,2,278000
1290,1970,0,0,2,1,3,281000
1291,1152,1,0,1,0,3,180500
1292,1302,0,0,2,1,3,119500
1293,2372,0,0,2,0,4,107500
1294,1664,0,0,2,1,4,162900
1295,864,1,0,1,0,2,115000
1296,1052,1,0,1,1,3,138500
1297,1128,1,0,2,0,3,155000
1298,1072,1,0,2,0,2,140000
1299,5642,2,0,2,1,3,160000
1300,1246,1,0,1,1,3,154000
1301,1983,0,0,2,1,3,225000
1302,1494,0,0,1,0,3,177500
1303,2526,1,0,2,1,4,290000
1304,1616,0,0,2,0,3,232000
1305,1708,0,0,2,0,3,130000
1306,1652,1,0,2,0,2,325000
1307,1368,0,0,2,0,2,202500
1308,990,1,0,1,0,3,138000
1309,1122,1,0,1,0,2,147000
1310,1294,1,0,2,0,3,179200
1311,1902,1,0,2,0,3,335000
1312,1274,1,0,2,0,3,203000
1313,2810,0,0,2,1,4,302000
1314,2599,0,0,2,1,4,333168
1315,948,1,0,1,0,3,119000
1316,2112,0,0,2,1,4,206900
1317,1630,1,0,2,0,3,295493
1318,1352,0,0,2,0,2,208900
1319,1787,0,0,2,0,3,275000
1320,948,0,0,1,0,3,111000
1321,1478,1,0,1,1,3,156500
1322,720,0,0,1,0,2,72500
1323,1923,1,0,2,1,3,190000
1324,708,0,0,1,0,2,82500
1325,1795,0,0,2,0,2,147000
1326,796,0,0,1,0,2,55000
1327,774,0,0,1,0,3,79000
1328,816,0,1,1,0,3,130500
1329,2792,0,0,2,0,5,256000
1330,1632,0,0,2,1,3,176500
1331,1588,0,0,2,0,3,227000
1332,954,0,0,1,0,3,132500
1333,816,1,0,1,0,2,100000
1334,1360,0,0,1,1,2,125500
1335,1365,0,0,1,1,3,125000
1336,1334,0,1,2,0,2,167900
1337,1656,0,0,2,0,4,135000
1338,693,0,0,1,0,2,52500
1339,1861,1,0,2,1,3,200000
1340,864,0,0,1,0,3,128500
1341,872,0,0,1,0,3,123000
1342,1114,1,0,1,0,3,155000
1343,2169,0,0,2,1,3,228500
1344,1913,0,0,1,1,3,177000
1345,1456,0,0,2,1,3,155835
1346,960,0,0,1,0,2,108500
1347,2156,0,0,2,0,3,262500
1348,1776,1,0,2,0,3,283463
1349,1494,1,0,2,0,3,215000
1350,2358,0,0,2,0,4,122000
1351,2634,1,1,2,2,6,200000
1352,1716,0,0,1,1,4,171000
1353,1176,0,0,1,0,2,134900
1354,3238,1,0,2,1,4,410000
1355,1865,1,0,2,1,3,235000
1356,1920,0,0,3,0,4,170000
1357,892,0,0,1,0,3,110000
1358,1078,1,0,1,1,3,149900
1359,1573,0,0,2,1,3,177500
1360,1980,1,0,2,0,3,315000
1361,2601,0,0,3,1,4,189000
1362,1530,1,0,2,0,3,260000
1363,1738,0,0,2,0,4,104900
1364,1412,0,0,2,1,3,156932
1365,1200,0,0,2,1,2,144152
1366,1674,1,0,2,1,3,216000
1367,1790,1,0,2,1,3,193000
1368,1475,0,0,2,0,4,127000
1369,848,1,0,1,0,1,144000
1370,1668,1,0,2,0,3,232000
1371,1374,0,0,1,0,2,105000
1372,1661,1,0,1,0,3,165500
1373,2097,1,0,2,1,3,274300
1374,2633,1,0,2,1,2,466500
1375,1958,0,0,2,1,3,250000
1376,1571,0,0,2,0,3,239000
1377,790,0,0,1,0,2,91000
1378,1604,0,0,2,0,3,117000
1379,987,0,0,1,1,2,83000
1380,1394,0,0,2,1,3,167500
1381,864,1,0,1,0,2,58500
1382,2117,0,0,2,1,4,237500
1383,1762,1,0,1,1,4,157000
1384,1416,0,0,2,0,3,112000
1385,1258,0,0,1,0,2,105000
1386,1154,1,0,1,0,3,125500
1387,2784,1,0,3,1,5,250000
1388,2526,0,0,2,0,5,136000
1389,1746,1,0,2,0,3,377500
1390,1218,0,1,1,0,3,131000
1391,1525,1,0,2,0,3,235000
1392,1584,0,0,2,0,4,124000
1393,900,1,0,1,0,3,123000
1394,1912,0,0,2,0,3,163000
1395,1500,1,0,2,0,2,246578
1396,2482,0,0,2,1,4,281213
1397,1687,1,0,1,0,3,160000
1398,1513,0,0,1,1,4,137500
1399,1904,1,0,1,1,3,138000
1400,1608,0,0,2,1,3,137450
1401,1158,0,0,1,0,3,120000
1402,1593,1,0,2,1,3,193000
1403,1294,0,0,2,0,2,193879
1404,1464,1,0,2,0,3,282922
1405,1214,0,0,1,0,3,105000
1406,1646,1,1,2,0,2,275000
1407,768,1,0,1,0,2,133000
1408,833,1,0,1,0,3,112000
1409,1363,0,0,1,0,3,125500
1410,2093,0,0,2,1,3,215000
1411,1840,1,0,2,1,3,230000
1412,1668,0,0,1,1,3,140000
1413,1040,0,0,2,0,2,90000
1414,1844,1,0,2,0,2,257000
1415,1848,0,0,1,1,4,207000
1416,1569,0,1,2,0,1,175900
1417,2290,0,0,2,0,4,122500
1418,2450,1,0,2,1,3,340000
1419,1144,1,0,1,1,3,124000
1420,1844,1,0,2,0,3,223000
1421,1416,0,0,2,1,3,179900
1422,1069,0,0,2,0,2,127500
1423,848,1,0,1,0,1,136500
1424,2201,0,0,2,0,4,274970
1425,1344,1,0,1,0,2,144000
1426,1252,0,0,1,0,3,142000
1427,2127,1,0,2,1,3,271000
1428,1558,1,0,1,1,3,140000
1429,804,1,0,1,0,2,119000
1430,1440,0,0,2,0,3,182900
1431,1838,0,0,2,1,4,192140
1432,958,0,0,2,0,2,143750
1433,968,0,0,2,0,4,64500
1434,1792,1,0,2,1,3,186500
1435,1126,1,0,2,0,3,160000
1436,1537,1,0,1,1,3,174000
1437,864,0,0,1,0,3,120500
1438,1932,1,0,2,0,2,394617
1439,1236,1,0,1,0,2,149700
1440,1725,0,0,2,1,3,197000
1441,2555,0,0,2,0,3,191000
1442,848,1,0,1,0,1,149300
1443,2007,1,0,2,1,3,310000
1444,952,0,0,1,0,2,121000
1445,1422,0,0,2,0,3,179600
1446,913,1,0,1,0,3,129000
1447,1188,0,0,1,0,3,157900
1448,2090,1,0,2,1,3,240000
1449,1346,0,0,1,1,2,112000
1450,630,1,0,1,0,1,92000
1451,1792,0,0,2,2,4,136000
1452,1578,0,0,2,0,3,287090
1453,1072,1,0,1,0,2,145000
1454,1140,0,0,1,0,3,84500
1455,1221,1,0,2,0,2,185000
1456,1647,0,0,2,1,3,175000
1457,2073,1,0,2,0,3,210000
1458,2340,0,0,2,0,4,266500
1459,1078,1,0,1,0,2,142125
1460,1256,1,0,1,1,3,147500
